TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,R
1.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.6613427996635437
1.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,0.45,0.6183600425720215
1.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,0.05,0.5906663537025452
3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.7,0.5945773124694824
3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.6,0.584482729434967
3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.15,0.5449728965759277
3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.45,0.5708028078079224
1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.3,0.5944313406944275
1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.8,0.6532760262489319
1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.75,0.6475153565406799
1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.25,0.5877372026443481
2.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,0.9,0.627447783946991
2.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,0.6,0.6050400733947754
2.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,0.05,0.5659666061401367
2.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,0.95,0.6310937404632568
1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,0.9,0.6430575847625732
1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,0.75,0.6329267024993896
1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,0.6,0.6195977926254272
1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,0.85,0.640249490737915
2.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,0.05,0.5390404462814331
2.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,0.65,0.5733882188796997
2.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,0.1,0.5419853925704956
2.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,0.35,0.557540237903595
1.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.4,0.5994242429733276
1.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.1,0.5757808089256287
1.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.55,0.6091016530990601
1.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9,0.628045916557312
0.0,4.0,0.0,4.0,1.0,3.0,2.0,0.0,0.85,0.564563512802124
0.0,4.0,0.0,4.0,1.0,3.0,2.0,0.0,0.15,0.5044816136360168
0.0,4.0,0.0,4.0,1.0,3.0,2.0,0.0,1.0,0.5843193531036377
0.0,4.0,0.0,4.0,1.0,3.0,2.0,0.0,0.7,0.5475175976753235
1.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,0.7,0.6094018816947937
1.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,0.05,0.5614819526672363
1.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,0.95,0.6278284788131714
1.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,0.5,0.5950721502304077
2.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.85,0.6841951012611389
2.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.6,0.6691163778305054
2.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.4,0.6583680510520935
2.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.45,0.6612112522125244
1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.55,0.6036145091056824
1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.5772280693054199
1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.15,0.5618091225624084
1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.65,0.611733615398407
3.0,6.0,3.0,1.0,0.0,2.0,3.0,0.0,1.0,0.49480491876602173
3.0,6.0,3.0,1.0,0.0,2.0,3.0,0.0,0.6,0.4680151045322418
3.0,6.0,3.0,1.0,0.0,2.0,3.0,0.0,0.2,0.44134455919265747
3.0,6.0,3.0,1.0,0.0,2.0,3.0,0.0,0.5,0.4616290032863617
0.0,6.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,0.5300189852714539
0.0,6.0,3.0,3.0,0.0,3.0,2.0,0.0,0.6,0.498248428106308
0.0,6.0,3.0,3.0,0.0,3.0,2.0,0.0,0.15,0.4676027297973633
0.0,6.0,3.0,3.0,0.0,3.0,2.0,0.0,0.85,0.5185429453849792
2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.25,0.580409824848175
2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.6,0.6035636067390442
2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.4,0.5899239778518677
2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.35,0.5868089199066162
3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.2,0.4842330813407898
3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.05,0.46368587017059326
3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.15,0.4772043824195862
3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.5,0.5216023921966553
1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.05,0.5477279424667358
1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.2,0.5580725073814392
1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.75,0.5974112749099731
1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.9,0.6069942116737366
3.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,0.6,0.5007176399230957
3.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,0.5,0.49313610792160034
3.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,0.5278241634368896
3.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,0.65,0.5044423937797546
3.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,0.25,0.5308513045310974
3.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,0.2,0.5255268216133118
3.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,0.6,0.5624216794967651
3.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,0.85,0.5721083283424377
3.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.45,0.5892086029052734
3.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.3,0.5804136991500854
3.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.05,0.5649563670158386
3.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.35,0.5835381746292114
1.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.4,0.6088491082191467
1.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.1,0.5933589935302734
1.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.5,0.6161661744117737
1.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.75,0.6388339400291443
3.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.05,0.46372678875923157
3.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.95,0.5398536920547485
3.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.3,0.4892583191394806
3.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.5,0.5093398094177246
0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.95,0.5635218620300293
0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.6,0.5353488326072693
0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.7,0.5440167188644409
0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.15,0.5006024837493896
2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,0.55,0.6422571539878845
2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,0.7,0.6469893455505371
2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,0.6,0.643759548664093
2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,0.9,0.6546432971954346
3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.4,0.4947050213813782
3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.8,0.5193008184432983
3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.1,0.4705323874950409
3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.5,0.5015648603439331
3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.85,0.6249092221260071
3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.4,0.5983391404151917
3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.65,0.6137700080871582
3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.05,0.5744304060935974
2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6011114120483398
2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.65,0.5911370515823364
2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.592616856098175
2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.15,0.5653513669967651
1.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,0.1,0.6125187873840332
1.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,0.4,0.6360665559768677
1.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,0.05,0.6076634526252747
1.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,0.3,0.6292076706886292
0.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.6246238350868225
0.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.25,0.56246018409729
0.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.2,0.5578812956809998
0.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.6,0.591405987739563
3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.4,0.5121044516563416
3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.3,0.5030425786972046
3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.75,0.5370452404022217
3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.6,0.5288753509521484
2.0,5.0,1.0,2.0,1.0,2.0,3.0,0.0,0.6,0.5943828225135803
2.0,5.0,1.0,2.0,1.0,2.0,3.0,0.0,0.8,0.6099358797073364
2.0,5.0,1.0,2.0,1.0,2.0,3.0,0.0,0.15,0.5627765655517578
2.0,5.0,1.0,2.0,1.0,2.0,3.0,0.0,0.85,0.6140952706336975
1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.7,0.5758402943611145
1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5654734373092651
1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.35,0.5541651248931885
1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.25,0.54576176404953
2.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.35,0.5769037008285522
2.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.3,0.5718774199485779
2.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.95,0.6315044164657593
2.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.9,0.627693772315979
3.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.551321804523468
3.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,0.45,0.5227205753326416
3.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,0.4,0.5174193978309631
3.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,0.15,0.49179476499557495
2.0,6.0,2.0,3.0,0.0,2.0,2.0,0.0,0.5,0.5709738731384277
2.0,6.0,2.0,3.0,0.0,2.0,2.0,0.0,0.3,0.5571946501731873
2.0,6.0,2.0,3.0,0.0,2.0,2.0,0.0,0.55,0.5742868185043335
2.0,6.0,2.0,3.0,0.0,2.0,2.0,0.0,0.35,0.560468852519989
1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.05,0.6382409334182739
1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.65,0.6644983291625977
1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.25,0.6458787322044373
1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.85,0.6738409399986267
2.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,0.25,0.5609356164932251
2.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,0.05,0.5485939383506775
2.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,0.9,0.5999057292938232
2.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,0.3,0.56448894739151
3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,0.6,0.5235973596572876
3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,0.8,0.5411204099655151
3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,0.95,0.5543791651725769
3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,0.45,0.5102033019065857
2.0,6.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,0.6006336212158203
2.0,6.0,2.0,3.0,1.0,2.0,3.0,0.0,0.2,0.5413662195205688
2.0,6.0,2.0,3.0,1.0,2.0,3.0,0.0,0.35,0.5504695177078247
2.0,6.0,2.0,3.0,1.0,2.0,3.0,0.0,0.9,0.5924208760261536
3.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,0.6,0.4978717863559723
3.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,0.75,0.5129790306091309
3.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,0.9,0.5268515348434448
3.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,0.8,0.5180152058601379
1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.6883513927459717
1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.75,0.6743581891059875
1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.55,0.6571919322013855
1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.6,0.6617361307144165
1.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.8,0.5569173693656921
1.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.7,0.5502654910087585
1.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.65,0.5471668839454651
1.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.55,0.5413353443145752
1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.25,0.6024977564811707
1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.65,0.6274421811103821
1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.4,0.6103187203407288
1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.85,0.6418962478637695
1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.6380330920219421
1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.75,0.628882646560669
1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.5885414481163025
1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.65,0.6219655275344849
1.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,0.35,0.6337482929229736
1.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,0.4,0.6365521550178528
1.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,0.85,0.6644399762153625
1.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,0.7,0.6548622250556946
2.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0.2,0.5054912567138672
2.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0.45,0.5197769403457642
2.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0.9,0.5456931591033936
2.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0.85,0.5426016449928284
1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.55,0.5953491926193237
1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.95,0.6207787394523621
1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.4,0.585261881351471
1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.15,0.5695542693138123
0.0,2.0,1.0,4.0,0.0,1.0,3.0,1.0,0.75,0.6209349632263184
0.0,2.0,1.0,4.0,0.0,1.0,3.0,1.0,0.05,0.5611923336982727
0.0,2.0,1.0,4.0,0.0,1.0,3.0,1.0,0.8,0.6250550746917725
0.0,2.0,1.0,4.0,0.0,1.0,3.0,1.0,0.3,0.5832447409629822
0.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.55,0.6203463673591614
0.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.7,0.6340068578720093
0.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.8,0.6431862115859985
0.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.3,0.6002564430236816
0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.7,0.5440067052841187
0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.05,0.5087101459503174
0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.4,0.5234896540641785
0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.95,0.5629086494445801
2.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.25,0.5647056698799133
2.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.85,0.6092841029167175
2.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.45,0.5788896083831787
2.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.5,0.5821508169174194
1.0,6.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,0.5617032051086426
1.0,6.0,3.0,3.0,0.0,2.0,3.0,1.0,0.15,0.5235401391983032
1.0,6.0,3.0,3.0,0.0,2.0,3.0,1.0,0.05,0.5197405815124512
1.0,6.0,3.0,3.0,0.0,2.0,3.0,1.0,0.65,0.5434309244155884
0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.5816771388053894
0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,0.8,0.5639243721961975
0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,0.9,0.5729930400848389
0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,0.25,0.5026963353157043
2.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,0.6,0.573750376701355
2.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,0.55,0.5694810152053833
2.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,0.05,0.5111736059188843
2.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,0.45,0.5578935742378235
3.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,0.7,0.5482611060142517
3.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,0.2,0.5129163861274719
3.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,0.3,0.5197839736938477
3.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,0.4,0.5267950892448425
0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,0.2,0.4908524751663208
0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,0.85,0.5251191258430481
0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,0.8,0.5216909646987915
0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.5366706848144531
3.0,5.0,1.0,0.0,0.0,2.0,3.0,2.0,0.55,0.5338571667671204
3.0,5.0,1.0,0.0,0.0,2.0,3.0,2.0,0.05,0.5037340521812439
3.0,5.0,1.0,0.0,0.0,2.0,3.0,2.0,0.3,0.5195263028144836
3.0,5.0,1.0,0.0,0.0,2.0,3.0,2.0,0.2,0.5136422514915466
0.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,0.85,0.6177427172660828
0.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,0.05,0.5480917692184448
0.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,0.25,0.5664130449295044
0.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.629584014415741
2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3,0.5714402198791504
2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,0.55,0.5893023610115051
2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.6124088168144226
2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5859861969947815
2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,0.45,0.6161688566207886
2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,0.2,0.6066635251045227
2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,0.1,0.6029615998268127
2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,0.6,0.6221258640289307
3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.9,0.49869367480278015
3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.15,0.43626636266708374
3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.55,0.47170141339302063
3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.7,0.4837113916873932
0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.4,0.5409588813781738
0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.45,0.544689416885376
0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.8,0.5716403126716614
0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.3,0.5338859558105469
3.0,4.0,3.0,2.0,0.0,0.0,3.0,1.0,0.2,0.45920589566230774
3.0,4.0,3.0,2.0,0.0,0.0,3.0,1.0,0.65,0.49265778064727783
3.0,4.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.5052770972251892
3.0,4.0,3.0,2.0,0.0,0.0,3.0,1.0,0.15,0.45471394062042236
0.0,4.0,2.0,2.0,0.0,3.0,3.0,2.0,0.95,0.593725323677063
0.0,4.0,2.0,2.0,0.0,3.0,3.0,2.0,0.2,0.5226711630821228
0.0,4.0,2.0,2.0,0.0,3.0,3.0,2.0,0.35,0.5350103974342346
0.0,4.0,2.0,2.0,0.0,3.0,3.0,2.0,0.15,0.5184466242790222
0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.2,0.5066148638725281
0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.5687625408172607
0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.8,0.5530304908752441
0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.6,0.537700355052948
3.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.85,0.5873184204101562
3.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.35,0.5497322082519531
3.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.65,0.5712997317314148
3.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.95,0.5949463844299316
2.0,5.0,0.0,3.0,1.0,2.0,2.0,0.0,0.15,0.5666593313217163
2.0,5.0,0.0,3.0,1.0,2.0,2.0,0.0,0.8,0.6162974834442139
2.0,5.0,0.0,3.0,1.0,2.0,2.0,0.0,0.75,0.6120247840881348
2.0,5.0,0.0,3.0,1.0,2.0,2.0,0.0,0.9,0.6237308382987976
3.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0,0.15,0.5822247266769409
3.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0,0.75,0.6211090683937073
3.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0,0.95,0.6345099806785583
3.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0,0.5,0.6040822863578796
0.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.6,0.6076204180717468
0.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.15,0.5606568455696106
0.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.4,0.5863939523696899
0.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.7,0.616191565990448
0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.2,0.5904853940010071
0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.4,0.6113605499267578
0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.3,0.6010192036628723
0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.45,0.6170934438705444
2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.1,0.526860773563385
2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.9,0.596729576587677
2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.15,0.5305399298667908
2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.45,0.5500284433364868
1.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,0.7,0.6214165091514587
1.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,0.75,0.627423107624054
1.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,0.8,0.6335594058036804
1.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,0.35,0.5828337073326111
3.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.3,0.5464401841163635
3.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.65,0.5724846720695496
3.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.45,0.5598453283309937
3.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.95,0.582027792930603
0.0,6.0,0.0,1.0,0.0,3.0,3.0,1.0,0.4,0.5303325057029724
0.0,6.0,0.0,1.0,0.0,3.0,3.0,1.0,0.6,0.5446300506591797
0.0,6.0,0.0,1.0,0.0,3.0,3.0,1.0,0.9,0.5692605972290039
0.0,6.0,0.0,1.0,0.0,3.0,3.0,1.0,0.85,0.5651801824569702
2.0,5.0,3.0,1.0,1.0,0.0,1.0,2.0,0.65,0.5846902132034302
2.0,5.0,3.0,1.0,1.0,0.0,1.0,2.0,0.9,0.604867696762085
2.0,5.0,3.0,1.0,1.0,0.0,1.0,2.0,0.45,0.5679500699043274
2.0,5.0,3.0,1.0,1.0,0.0,1.0,2.0,0.95,0.6088234186172485
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6326512098312378
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.6437424421310425
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.6079158782958984
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.6478818655014038
2.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,0.6164117455482483
2.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,0.3,0.5625525712966919
2.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,0.5,0.5798442363739014
2.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,0.15,0.5467311143875122
2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.4,0.6018036007881165
2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.15,0.5874245166778564
2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.8,0.6239532828330994
2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.35,0.5988060235977173
1.0,5.0,0.0,2.0,1.0,1.0,0.0,2.0,0.85,0.5466260313987732
1.0,5.0,0.0,2.0,1.0,1.0,0.0,2.0,0.35,0.5015906095504761
1.0,5.0,0.0,2.0,1.0,1.0,0.0,2.0,0.1,0.4790235161781311
